node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,dist_from_mean_coordinate
511,2,path,0.0,0.0,575.0,,70.0,1,1,4,0 isolated,,0.0068390462547540665
512,2,path,2.0,0.0,575.0,0.0,70.0,1,1,7,2 path,0 no foreign neighbour,0.009799163788557053
513,2,path,0.0,0.0,575.0,,70.0,1,1,7,0 isolated,,0.011950930580496788
514,3,residential,2.0,0.0,575.0,1.0,260.0,0,0,4,2 path,1 all neighbours foreign,0.00643265713006258
515,5,service,0.0,0.0,575.0,,116.0,0,0,7,0 isolated,,0.00969637744128704
516,5,service,1.0,0.0,575.0,0.0,116.0,0,0,7,1 tip,0 no foreign neighbour,0.009303142316639423
517,5,service,2.0,0.0,575.0,0.0,116.0,0,0,7,2 path,0 no foreign neighbour,0.009342473931610584
518,5,service,0.0,0.0,575.0,,116.0,0,0,7,0 isolated,,0.009431810118258
519,5,service,2.0,0.0,575.0,0.5,116.0,0,0,7,2 path,mixed,0.009021635167300701
520,2,path,2.0,0.0,575.0,1.0,70.0,1,1,7,2 path,1 all neighbours foreign,0.008934582583606243
521,2,path,1.0,0.0,575.0,0.0,70.0,1,1,7,1 tip,0 no foreign neighbour,0.012025170028209686
522,5,service,2.0,0.0,575.0,0.0,116.0,0,0,7,2 path,0 no foreign neighbour,0.008368127048015594
523,5,service,1.0,0.0,575.0,0.0,116.0,1,1,3,1 tip,0 no foreign neighbour,0.01065864972770214
524,5,service,1.0,0.0,575.0,0.0,116.0,1,1,3,1 tip,0 no foreign neighbour,0.009665788151323795
525,5,service,2.0,1.0,575.0,0.0,116.0,1,1,3,2 path,0 no foreign neighbour,0.009822523221373558
526,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,3,2 path,0 no foreign neighbour,0.01019324641674757
527,4,secondary,0.0,0.0,575.0,,46.0,1,1,2,0 isolated,,0.011956358328461647
528,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,0,2 path,mixed,0.01001126691699028
529,6,track,0.0,0.0,575.0,,1.0,1,1,2,0 isolated,,0.010413434356451035
530,0,cycleway,1.0,0.0,575.0,0.0,30.0,1,1,0,1 tip,0 no foreign neighbour,0.011979956179857254
531,0,cycleway,2.0,0.0,575.0,0.0,30.0,1,1,2,2 path,0 no foreign neighbour,0.005448783747851849
532,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.0049949269741773605
533,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,2,2 path,mixed,0.005187226925045252
534,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.00541516812518239
535,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.00924944132566452
536,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,6,2 path,0 no foreign neighbour,0.00965143647044897
537,3,residential,0.0,0.0,575.0,,260.0,0,0,0,0 isolated,,0.010183142498135567
538,3,residential,1.0,0.0,575.0,1.0,260.0,0,0,2,1 tip,1 all neighbours foreign,0.0036149665247648954
539,0,cycleway,2.0,1.0,575.0,1.0,30.0,1,1,2,2 path,1 all neighbours foreign,0.0032335922587662935
540,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,2,1 tip,0 no foreign neighbour,0.003190920688211918
541,4,secondary,2.0,0.0,575.0,0.5,46.0,0,0,5,2 path,mixed,0.010245837271213531
542,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.0011334567097947001
543,2,path,2.0,0.0,575.0,0.0,70.0,0,0,8,2 path,0 no foreign neighbour,0.0046944995410740376
544,2,path,2.0,0.0,575.0,0.0,70.0,1,1,5,2 path,0 no foreign neighbour,0.005159899592399597
545,2,path,2.0,0.0,575.0,0.0,70.0,0,0,8,2 path,0 no foreign neighbour,0.004351447802037001
546,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,2,1 tip,0 no foreign neighbour,0.0024237779434770346
547,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.002937513869255781
548,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.00249888701364398
549,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,2,1 tip,0 no foreign neighbour,0.0034040461760014296
550,1,footway,2.0,0.0,575.0,0.5,39.0,1,1,2,2 path,mixed,0.0030613255221396685
551,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.002020040759816766
552,1,footway,2.0,0.0,575.0,1.0,39.0,1,1,0,2 path,1 all neighbours foreign,0.00591304199770093
553,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.00510307727381587
554,2,path,1.0,0.0,575.0,0.0,70.0,1,1,7,1 tip,0 no foreign neighbour,0.010286624543368816
555,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,1,2 path,mixed,0.008342363871634007
556,5,service,0.0,0.0,575.0,,116.0,1,1,1,0 isolated,,0.009172177873551846
557,2,path,1.0,0.0,575.0,1.0,70.0,1,1,5,1 tip,1 all neighbours foreign,0.01026881393045187
558,2,path,2.0,0.0,575.0,0.5,70.0,1,1,5,2 path,mixed,0.010383048094809055
559,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.005767902825027704
560,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.005787706933915615
561,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.005639499519020319
562,4,secondary,2.0,0.0,575.0,1.0,46.0,1,1,4,2 path,1 all neighbours foreign,0.005624294281005859
563,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.005667125340551138
564,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.005456613376736641
565,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,4,1 tip,0 no foreign neighbour,0.005412347614765167
566,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.005514391232281923
567,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.005285659339278936
568,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.005308796651661396
569,2,path,2.0,0.0,575.0,1.0,70.0,1,1,4,2 path,1 all neighbours foreign,0.005051264073699713
570,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,4,1 tip,0 no foreign neighbour,0.0050094290636479855
571,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.004190764389932156
572,4,secondary,1.0,0.0,575.0,1.0,46.0,1,1,4,1 tip,1 all neighbours foreign,0.008588938042521477
573,0,cycleway,0.0,0.0,575.0,,30.0,1,1,4,0 isolated,,0.008408906869590282
574,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.0004858221800532192
575,2,path,2.0,0.0,575.0,0.5,70.0,1,1,6,2 path,mixed,0.011138015426695347
576,1,footway,2.0,0.0,575.0,0.5,39.0,1,1,6,2 path,mixed,0.009895239025354385
577,7,unclassified,1.0,0.0,575.0,0.0,13.0,1,1,6,1 tip,0 no foreign neighbour,0.010079904459416866
578,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,2,2 path,mixed,0.006166693288832903
579,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.006163435522466898
580,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,4,2 path,mixed,0.0067171500995755196
581,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.01128829549998045
582,7,unclassified,0.0,0.0,575.0,,13.0,1,1,4,0 isolated,,0.011105839163064957
583,2,path,2.0,0.0,575.0,0.5,70.0,1,1,1,2 path,mixed,0.009223159402608871
584,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,1,2 path,0 no foreign neighbour,0.0072565833106637
585,2,path,2.0,0.0,575.0,0.0,70.0,0,0,8,2 path,0 no foreign neighbour,0.003734998172149062
586,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.007156129460781813
587,2,path,2.0,0.0,575.0,0.5,70.0,1,1,3,2 path,mixed,0.01122348289936781
